state,year,month,new_cases,new_deaths,year-month,case_id
MT,2022,May,4608,47,2022-05,1262
MT,2022,Nov,3602,23,2022-11,1263
MT,2022,Oct,3591,22,2022-10,1264
MT,2022,Sep,6270,53,2022-09,1265
MT,2023,Apr,1344,12,2023-04,1266
MT,2023,Feb,3032,9,2023-02,1267
MT,2023,Jan,2403,21,2023-01,1268
MT,2023,Mar,3027,48,2023-03,1269
MT,2023,May,202,3,2023-05,1270
NC,2020,Apr,11688,526,2020-04,1271
NC,2020,Aug,42792,797,2020-08,1272
NC,2020,Dec,222865,2633,2020-12,1273
NC,2020,Feb,1,0,2020-02,1274
NC,2020,Jan,0,0,2020-01,1275
NC,2020,Jul,63779,798,2020-07,1276
NC,2020,Jun,36295,415,2020-06,1277
NC,2020,Mar,1854,25,2020-03,1278
NC,2020,May,18579,515,2020-05,1279
NC,2020,Nov,96279,1066,2020-11,1280
NC,2020,Oct,72306,1060,2020-10,1281
NC,2020,Sep,37640,778,2020-09,1282
NC,2021,Apr,60627,405,2021-04,1283
NC,2021,Aug,167069,1284,2021-08,1284
NC,2021,Dec,278900,986,2021-12,1285
NC,2021,Feb,77821,1138,2021-02,1286
NC,2021,Jan,179489,2654,2021-01,1287
NC,2021,Jul,60492,291,2021-07,1288
NC,2021,Jun,11329,145,2021-06,1289
NC,2021,Mar,45939,381,2021-03,1290
NC,2021,May,24112,311,2021-05,1291
NC,2021,Nov,53565,508,2021-11,1292
NC,2021,Oct,60728,1005,2021-10,1293
NC,2021,Sep,188587,2351,2021-09,1294
NC,2022,Apr,41850,151,2022-04,1295
NC,2022,Aug,104426,640,2022-08,1296
NC,2022,Dec,84453,328,2022-12,1297
NC,2022,Feb,117407,1835,2022-02,1298
NC,2022,Jan,686232,2333,2022-01,1299
NC,2022,Jul,123715,422,2022-07,1300
NC,2022,Jun,112188,168,2022-06,1301
NC,2022,Mar,21400,574,2022-03,1302
NC,2022,May,100868,129,2022-05,1303
NC,2022,Nov,29168,145,2022-11,1304
NC,2022,Oct,35338,375,2022-10,1305
NC,2022,Sep,90015,527,2022-09,1306
NC,2023,Apr,10012,67,2023-04,1307
NC,2023,Feb,41417,284,2023-02,1308
NC,2023,Jan,65993,402,2023-01,1309
NC,2023,Mar,21929,534,2023-03,1310
NC,2023,May,2257,73,2023-05,1311
ND,2020,Apr,1182,30,2020-04,1312
ND,2020,Aug,5212,40,2020-08,1313
ND,2020,Dec,13688,277,2020-12,1314
ND,2020,Feb,0,0,2020-02,1315
ND,2020,Jan,0,0,2020-01,1316
ND,2020,Jul,3443,29,2020-07,1317
ND,2020,Jun,936,17,2020-06,1318
ND,2020,Mar,141,3,2020-03,1319
ND,2020,May,1356,36,2020-05,1320
ND,2020,Nov,31837,485,2020-11,1321
ND,2020,Oct,26454,341,2020-10,1322
ND,2020,Sep,9577,108,2020-09,1323
ND,2021,Apr,4987,28,2021-04,1324
ND,2021,Aug,6023,20,2021-08,1325
ND,2021,Dec,14833,104,2021-12,1326
ND,2021,Feb,2168,24,2021-02,1327
ND,2021,Jan,4077,64,2021-01,1328
ND,2021,Jul,1229,14,2021-07,1329
ND,2021,Jun,661,12,2021-06,1330
ND,2021,Mar,3022,17,2021-03,1331
ND,2021,May,1962,19,2021-05,1332
ND,2021,Nov,13121,132,2021-11,1333
ND,2021,Oct,14125,153,2021-10,1334
ND,2021,Sep,17777,82,2021-09,1335
ND,2022,Apr,1267,14,2022-04,1336
ND,2022,Aug,6587,27,2022-08,1337
ND,2022,Dec,4306,18,2022-12,1338
ND,2022,Feb,11575,92,2022-02,1339
ND,2022,Jan,48931,94,2022-01,1340
ND,2022,Jul,7012,27,2022-07,1341
ND,2022,Jun,6044,18,2022-06,1342
ND,2022,Mar,1540,42,2022-03,1343
ND,2022,May,3151,11,2022-05,1344
ND,2022,Nov,3460,11,2022-11,1345
ND,2022,Oct,3506,9,2022-10,1346
ND,2022,Sep,5388,30,2022-09,1347
ND,2023,Apr,1358,15,2023-04,1348
ND,2023,Feb,3307,16,2023-02,1349
ND,2023,Jan,2362,21,2023-01,1350
ND,2023,Mar,3082,31,2023-03,1351
ND,2023,May,406,2,2023-05,1352
NE,2020,Apr,6332,137,2020-04,1353
NE,2020,Aug,7296,92,2020-08,1354
NE,2020,Dec,41091,445,2020-12,1355
NE,2020,Feb,2,0,2020-02,1356
NE,2020,Jan,0,0,2020-01,1357
NE,2020,Jul,7963,104,2020-07,1358
NE,2020,Jun,4306,67,2020-06,1359
NE,2020,Mar,211,12,2020-03,1360
NE,2020,May,7843,144,2020-05,1361
NE,2020,Nov,54079,714,2020-11,1362
NE,2020,Oct,30792,477,2020-10,1363
NE,2020,Sep,10083,128,2020-09,1364
NE,2021,Apr,10021,66,2021-04,1365
NE,2021,Aug,15522,133,2021-08,1366
NE,2021,Dec,42643,308,2021-12,1367
NE,2021,Feb,9171,60,2021-02,1368
NE,2021,Jan,20418,199,2021-01,1369
NE,2021,Jul,5503,80,2021-07,1370
NE,2021,Jun,990,14,2021-06,1371
NE,2021,Mar,8342,47,2021-03,1372
NE,2021,May,2375,40,2021-05,1373
NE,2021,Nov,24938,259,2021-11,1374
NE,2021,Oct,17887,164,2021-10,1375
NE,2021,Sep,24389,236,2021-09,1376
NE,2022,Apr,2845,11,2022-04,1377
NE,2022,Aug,11556,9,2022-08,1378
NE,2022,Dec,13378,58,2022-12,1379
NE,2022,Feb,13406,70,2022-02,1380
NE,2022,Jan,101275,295,2022-01,1381
NE,2022,Jul,15534,23,2022-07,1382
NE,2022,Jun,15062,29,2022-06,1383
NE,2022,Mar,2821,16,2022-03,1384
NE,2022,May,7483,13,2022-05,1385
NE,2022,Nov,7764,100,2022-11,1386
NE,2022,Oct,5314,26,2022-10,1387
NE,2022,Sep,7874,144,2022-09,1388
NE,2023,Apr,2149,34,2023-04,1389
NE,2023,Feb,5307,147,2023-02,1390
NE,2023,Jan,4101,45,2023-01,1391
NE,2023,Mar,6695,119,2023-03,1392
NE,2023,May,373,24,2023-05,1393
NH,2020,Apr,2374,89,2020-04,1394
NH,2020,Aug,590,14,2020-08,1395
NH,2020,Dec,26470,279,2020-12,1396
NH,2020,Feb,2,0,2020-02,1397
NH,2020,Jan,0,0,2020-01,1398
NH,2020,Jul,917,45,2020-07,1399
NH,2020,Jun,1007,108,2020-06,1400
NH,2020,Mar,365,3,2020-03,1401
NH,2020,May,2054,173,2020-05,1402
NH,2020,Nov,10805,53,2020-11,1403
NH,2020,Oct,3296,45,2020-10,1404
NH,2020,Sep,958,7,2020-09,1405
NH,2021,Apr,11705,70,2021-04,1406
NH,2021,Aug,6744,31,2021-08,1407
NH,2021,Dec,45490,288,2021-12,1408
NH,2021,Feb,9269,99,2021-02,1409
NH,2021,Jan,17883,260,2021-01,1410
NH,2021,Jul,1772,17,2021-07,1411
NH,2021,Jun,714,19,2021-06,1412
NH,2021,Mar,8186,63,2021-03,1413
NH,2021,May,2910,45,2021-05,1414
NH,2021,Nov,24805,144,2021-11,1415
NH,2021,Oct,14844,88,2021-10,1416
NH,2021,Sep,14913,73,2021-09,1417
NH,2022,Apr,9620,34,2022-04,1418
NH,2022,Aug,5200,31,2022-08,1419
NH,2022,Dec,7368,50,2022-12,1420
NH,2022,Feb,20117,162,2022-02,1421
NH,2022,Jan,70618,219,2022-01,1422
NH,2022,Jul,5935,37,2022-07,1423
NH,2022,Jun,7418,55,2022-06,1424
NH,2022,Mar,3733,58,2022-03,1425
NH,2022,May,13672,53,2022-05,1426
NH,2022,Nov,3800,55,2022-11,1427
NH,2022,Oct,6131,53,2022-10,1428
NH,2022,Sep,7058,46,2022-09,1429
NH,2023,Apr,1331,19,2023-04,1430
NH,2023,Feb,3896,46,2023-02,1431
NH,2023,Jan,4796,81,2023-01,1432
NH,2023,Mar,2966,34,2023-03,1433
NH,2023,May,281,6,2023-05,1434
NJ,2020,Apr,109673,9711,2020-04,1435
NJ,2020,Aug,10415,133,2020-08,1436
NJ,2020,Dec,181433,2378,2020-12,1437
NJ,2020,Feb,0,0,2020-02,1438
NJ,2020,Jan,0,0,2020-01,1439
NJ,2020,Jul,12876,759,2020-07,1440
NJ,2020,Jun,10499,1361,2020-06,1441
NJ,2020,Mar,22255,476,2020-03,1442
NJ,2020,May,30507,3523,2020-05,1443
NJ,2020,Nov,118915,754,2020-11,1444
NJ,2020,Oct,49046,269,2020-10,1445
NJ,2020,Sep,14438,159,2020-09,1446
NJ,2021,Apr,95504,1146,2021-04,1447
NJ,2021,Aug,50547,277,2021-08,1448
NJ,2021,Dec,455845,801,2021-12,1449
NJ,2021,Feb,93669,1756,2021-02,1450
NJ,2021,Jan,145750,2170,2021-01,1451
NJ,2021,Jul,20285,168,2021-07,1452
NJ,2021,Jun,6651,210,2021-06,1453
NJ,2021,Mar,109340,1112,2021-03,1454
NJ,2021,May,12446,539,2021-05,1455
NJ,2021,Nov,53642,398,2021-11,1456
NJ,2021,Oct,37873,468,2021-10,1457
NJ,2021,Sep,70129,641,2021-09,1458
NJ,2022,Apr,64932,195,2022-04,1459
NJ,2022,Aug,70703,248,2022-08,1460
NJ,2022,Dec,92437,431,2022-12,1461
NJ,2022,Feb,50763,1499,2022-02,1462
NJ,2022,Jan,407560,2258,2022-01,1463
NJ,2022,Jul,100537,220,2022-07,1464
NJ,2022,Jun,107535,356,2022-06,1465
NJ,2022,Mar,38057,306,2022-03,1466
NJ,2022,May,125107,260,2022-05,1467
NJ,2022,Nov,47103,206,2022-11,1468
NJ,2022,Oct,51133,152,2022-10,1469
NJ,2022,Sep,73441,215,2022-09,1470
NJ,2023,Apr,9699,37,2023-04,1471
NJ,2023,Feb,38628,176,2023-02,1472
NJ,2023,Jan,63416,251,2023-01,1473
NJ,2023,Mar,20839,98,2023-03,1474
NJ,2023,May,1643,1,2023-05,1475
NM,2020,Apr,3961,164,2020-04,1476
NM,2020,Aug,4046,123,2020-08,1477
NM,2020,Dec,49021,1012,2020-12,1478
NM,2020,Feb,0,0,2020-02,1479
NM,2020,Jan,0,0,2020-01,1480
NM,2020,Jul,9290,167,2020-07,1481
NM,2020,Jun,4136,125,2020-06,1482
NM,2020,Mar,327,5,2020-03,1483
NM,2020,May,3852,206,2020-05,1484
NM,2020,Nov,50711,570,2020-11,1485
NM,2020,Oct,20818,182,2020-10,1486
NM,2020,Sep,3822,87,2020-09,1487
NM,2021,Apr,7132,144,2021-04,1488
NM,2021,Aug,20910,112,2021-08,1489
NM,2021,Dec,45540,554,2021-12,1490
NM,2021,Feb,10245,413,2021-02,1491
NM,2021,Jan,25668,697,2021-01,1492
NM,2021,Jul,7033,77,2021-07,1493
NM,2021,Jun,2322,72,2021-06,1494
NM,2021,Mar,5752,184,2021-03,1495
NM,2021,May,4441,189,2021-05,1496
NM,2021,Nov,36419,294,2021-11,1497
NM,2021,Oct,22722,245,2021-10,1498
NM,2021,Sep,23461,311,2021-09,1499
NM,2022,Apr,4562,203,2022-04,1500
NM,2022,Aug,16673,180,2022-08,1501
NM,2022,Dec,13580,129,2022-12,1502
NM,2022,Feb,28094,452,2022-02,1503
NM,2022,Jan,122825,555,2022-01,1504
NM,2022,Jul,26198,310,2022-07,1505
NM,2022,Jun,31863,161,2022-06,1506
NM,2022,Mar,6156,393,2022-03,1507
NM,2022,May,13305,260,2022-05,1508
NM,2022,Nov,17248,57,2022-11,1509
NM,2022,Oct,9532,58,2022-10,1510
NM,2022,Sep,8481,139,2022-09,1511
NM,2023,Apr,4493,104,2023-04,1512
NM,2023,Feb,4428,81,2023-02,1513
NM,2023,Jan,4902,127,2023-01,1514
NM,2023,Mar,6469,94,2023-03,1515
NM,2023,May,804,0,2023-05,1516
NV,2020,Apr,4462,258,2020-04,1517
NV,2020,Aug,17043,446,2020-08,1518
NV,2020,Dec,80421,1092,2020-12,1519
NV,2020,Feb,0,0,2020-02,1520
NV,2020,Jan,0,0,2020-01,1521
NV,2020,Jul,33727,379,2020-07,1522
NV,2020,Jun,10149,80,2020-06,1523
NV,2020,Mar,1279,31,2020-03,1524
NV,2020,May,3211,142,2020-05,1525
NV,2020,Nov,52879,389,2020-11,1526
NV,2020,Oct,24113,214,2020-10,1527
NV,2020,Sep,10109,264,2020-09,1528
NV,2021,Apr,13326,238,2021-04,1529
NV,2021,Aug,30894,585,2021-08,1530
NV,2021,Dec,43906,456,2021-12,1531
NV,2021,Feb,13977,614,2021-02,1532
NV,2021,Jan,43314,1078,2021-01,1533
NV,2021,Jul,27424,272,2021-07,1534
NV,2021,Jun,9031,88,2021-06,1535
NV,2021,Mar,9078,262,2021-03,1536
NV,2021,May,7593,106,2021-05,1537
NV,2021,Nov,16313,355,2021-11,1538
NV,2021,Oct,16831,430,2021-10,1539
NV,2021,Sep,32894,708,2021-09,1540
NV,2022,Apr,6745,643,2022-04,1541
NV,2022,Aug,10387,143,2022-08,1542
NV,2022,Dec,13839,148,2022-12,1543
NV,2022,Feb,21034,703,2022-02,1544
NV,2022,Jan,155997,562,2022-01,1545
NV,2022,Jul,48731,183,2022-07,1546
NV,2022,Jun,39211,178,2022-06,1547
NV,2022,Mar,28961,384,2022-03,1548
NV,2022,May,20920,117,2022-05,1549
NV,2022,Nov,9706,60,2022-11,1550
NV,2022,Oct,6085,55,2022-10,1551
NV,2022,Sep,14655,115,2022-09,1552
NV,2023,Apr,3079,25,2023-04,1553
NV,2023,Feb,4801,49,2023-02,1554
NV,2023,Jan,5933,106,2023-01,1555
NV,2023,Mar,5466,57,2023-03,1556
NV,2023,May,640,10,2023-05,1557
NY,2020,Apr,109118,9783,2020-04,1558
NY,2020,Aug,9768,63,2020-08,1559
NY,2020,Dec,257078,3197,2020-12,1560
NY,2020,Feb,10,0,2020-02,1561
NY,2020,Jan,0,0,2020-01,1562
NY,2020,Jul,13040,223,2020-07,1563
NY,2020,Jun,9391,415,2020-06,1564
NY,2020,Mar,36499,733,2020-03,1565
NY,2020,May,23586,-2191,2020-05,1566
NY,2020,Nov,97070,684,2020-11,1567
NY,2020,Oct,34814,248,2020-10,1568
NY,2020,Sep,13196,237,2020-09,1569
NY,2021,Apr,100662,687,2021-04,1570
NY,2021,Aug,68088,327,2021-08,1571
NY,2021,Dec,490249,1674,2021-12,1572
NY,2021,Feb,104879,1544,2021-02,1573
NY,2021,Jan,219492,3284,2021-01,1574
NY,2021,Jul,20518,66,2021-07,1575
NY,2021,Jun,5766,125,2021-06,1576
NY,2021,Mar,98405,670,2021-03,1577
NY,2021,May,24795,245,2021-05,1578
NY,2021,Nov,130986,743,2021-11,1579
NY,2021,Oct,85864,732,2021-10,1580
NY,2021,Sep,114258,786,2021-09,1581
NY,2022,Apr,113375,255,2022-04,1582
NY,2022,Aug,66620,276,2022-08,1583
NY,2022,Dec,90163,591,2022-12,1584
NY,2022,Feb,67862,935,2022-02,1585
NY,2022,Jan,497841,2239,2022-01,1586
NY,2022,Jul,82750,294,2022-07,1587
NY,2022,Jun,79737,334,2022-06,1588
NY,2022,Mar,51047,283,2022-03,1589
NY,2022,May,137083,437,2022-05,1590
NY,2022,Nov,49289,369,2022-11,1591
NY,2022,Oct,59759,417,2022-10,1592
NY,2022,Sep,82946,368,2022-09,1593
NY,2023,Apr,9691,151,2023-04,1594
NY,2023,Feb,36165,317,2023-02,1595
NY,2023,Jan,54405,470,2023-01,1596
NY,2023,Mar,23955,298,2023-03,1597
NY,2023,May,1823,32,2023-05,1598
NYC,2020,Apr,128562,13322,2020-04,1599
NYC,2020,Aug,7478,173,2020-08,1600
NYC,2020,Dec,135650,988,2020-12,1601
NYC,2020,Feb,0,0,2020-02,1602
NYC,2020,Jan,0,0,2020-01,1603
NYC,2020,Jul,11663,405,2020-07,1604
NYC,2020,Jun,10389,677,2020-06,1605
NYC,2020,Mar,53868,2640,2020-03,1606
NYC,2020,May,25033,6467,2020-05,1607
NYC,2020,Nov,54609,252,2020-11,1608
NYC,2020,Oct,23539,212,2020-10,1609
NYC,2020,Sep,9936,115,2020-09,1610
NYC,2021,Apr,88087,1551,2021-04,1611
NYC,2021,Aug,53434,264,2021-08,1612
NYC,2021,Dec,582870,758,2021-12,1613
NYC,2021,Feb,114427,2242,2021-02,1614
NYC,2021,Jan,160153,1943,2021-01,1615
NYC,2021,Jul,25810,144,2021-07,1616
NYC,2021,Jun,5951,184,2021-06,1617
NYC,2021,Mar,111485,1670,2021-03,1618
NYC,2021,May,16587,559,2021-05,1619
NYC,2021,Nov,36221,266,2021-11,1620
NYC,2021,Oct,30453,274,2021-10,1621
NYC,2021,Sep,58350,498,2021-09,1622
NYC,2022,Apr,66952,123,2022-04,1623
NYC,2022,Aug,78771,440,2022-08,1624
NYC,2022,Dec,124551,762,2022-12,1625
NYC,2022,Feb,38910,1266,2022-02,1626
NYC,2022,Jan,508509,2964,2022-01,1627
NYC,2022,Jul,115261,341,2022-07,1628
NYC,2022,Jun,114932,369,2022-06,1629
NYC,2022,Mar,37010,262,2022-03,1630
NYC,2022,May,112838,207,2022-05,1631
NYC,2022,Nov,71395,389,2022-11,1632
NYC,2022,Oct,57432,321,2022-10,1633
NYC,2022,Sep,69100,426,2022-09,1634
NYC,2023,Apr,8772,26,2023-04,1635
NYC,2023,Feb,31105,248,2023-02,1636
NYC,2023,Jan,69228,694,2023-01,1637
NYC,2023,Mar,15496,170,2023-03,1638
NYC,2023,May,1909,12,2023-05,1639
OH,2020,Apr,19028,1218,2020-04,1640
OH,2020,Aug,29465,658,2020-08,1641
OH,2020,Dec,304889,6099,2020-12,1642
OH,2020,Feb,0,0,2020-02,1643
OH,2020,Jan,0,0,2020-01,1644
OH,2020,Jul,43440,687,2020-07,1645
OH,2020,Jun,16069,404,2020-06,1646
OH,2020,Mar,2548,108,2020-03,1647
OH,2020,May,15220,888,2020-05,1648
OH,2020,Nov,207719,2876,2020-11,1649
OH,2020,Oct,76221,1061,2020-10,1650
OH,2020,Sep,28218,508,2020-09,1651
OH,2021,Apr,61169,651,2021-04,1652
OH,2021,Aug,93037,750,2021-08,1653
OH,2021,Dec,413663,4294,2021-12,1654
OH,2021,Feb,65878,1223,2021-02,1655
OH,2021,Jan,163910,3051,2021-01,1656
OH,2021,Jul,23640,204,2021-07,1657
OH,2021,Jun,8440,212,2021-06,1658
OH,2021,Mar,44960,511,2021-03,1659
OH,2021,May,24151,387,2021-05,1660
OH,2021,Nov,142953,1932,2021-11,1661
OH,2021,Oct,110423,2126,2021-10,1662
OH,2021,Sep,217783,2618,2021-09,1663
OH,2022,Apr,24272,389,2022-04,1664
OH,2022,Aug,101304,364,2022-08,1665
OH,2022,Dec,79809,461,2022-12,1666
OH,2022,Feb,60660,1220,2022-02,1667
OH,2022,Jan,482680,3586,2022-01,1668
OH,2022,Jul,99789,194,2022-07,1669
OH,2022,Jun,85330,222,2022-06,1670
OH,2022,Mar,16622,764,2022-03,1671
OH,2022,May,66065,183,2022-05,1672
OH,2022,Nov,42721,327,2022-11,1673
OH,2022,Oct,41292,311,2022-10,1674
OH,2022,Sep,94200,440,2022-09,1675
OH,2023,Apr,16872,202,2023-04,1676
OH,2023,Feb,35228,331,2023-02,1677
OH,2023,Jan,40199,427,2023-01,1678
OH,2023,Mar,38613,280,2023-03,1679
OH,2023,May,2978,40,2023-05,1680
OK,2020,Apr,3481,224,2020-04,1681
OK,2020,Aug,19555,239,2020-08,1682
OK,2020,Dec,109579,820,2020-12,1683
OK,2020,Feb,0,0,2020-02,1684
OK,2020,Jan,0,0,2020-01,1685
OK,2020,Jul,26452,193,2020-07,1686
OK,2020,Jun,7314,48,2020-06,1687
OK,2020,Mar,721,29,2020-03,1688
OK,2020,May,2603,88,2020-05,1689
OK,2020,Nov,74572,420,2020-11,1690
OK,2020,Oct,40574,361,2020-10,1691
OK,2020,Sep,27073,210,2020-09,1692
OK,2021,Apr,9523,1879,2021-04,1693
OK,2021,Aug,65158,470,2021-08,1694
OK,2021,Dec,57363,766,2021-12,1695
OK,2021,Feb,31760,879,2021-02,1696
OK,2021,Jan,83138,1021,2021-01,1697
OK,2021,Jul,31488,143,2021-07,1698
OK,2021,Jun,4569,73,2021-06,1699
OK,2021,Mar,12915,419,2021-03,1700
OK,2021,May,4021,483,2021-05,1701
OK,2021,Nov,20749,0,2021-11,1702
OK,2021,Oct,25929,1666,2021-10,1703
OK,2021,Sep,66338,1212,2021-09,1704
OK,2022,Apr,6748,255,2022-04,1705
OK,2022,Aug,42907,93,2022-08,1706
OK,2022,Dec,29486,73,2022-12,1707
OK,2022,Feb,38807,1087,2022-02,1708
OK,2022,Jan,259062,546,2022-01,1709
OK,2022,Jul,43168,105,2022-07,1710
OK,2022,Jun,25184,53,2022-06,1711
OK,2022,Mar,10451,728,2022-03,1712
OK,2022,May,8070,158,2022-05,1713
OK,2022,Nov,12388,89,2022-11,1714
OK,2022,Oct,11762,154,2022-10,1715
OK,2022,Sep,36966,135,2022-09,1716
OK,2023,Apr,6886,210,2023-04,1717
OK,2023,Feb,13974,189,2023-02,1718
OK,2023,Jan,20602,124,2023-01,1719
OK,2023,Mar,14058,204,2023-03,1720
OK,2023,May,956,38,2023-05,1721
OR,2020,Apr,2180,96,2020-04,1722
OR,2020,Aug,7098,129,2020-08,1723
OR,2020,Dec,42063,605,2020-12,1724
OR,2020,Feb,3,0,2020-02,1725
OR,2020,Jan,0,0,2020-01,1726
OR,2020,Jul,11045,130,2020-07,1727
OR,2020,Jun,4533,49,2020-06,1728
OR,2020,Mar,732,19,2020-03,1729
OR,2020,May,1483,44,2020-05,1730
OR,2020,Nov,31111,248,2020-11,1731
OR,2020,Oct,13541,146,2020-10,1732
OR,2020,Sep,6434,92,2020-09,1733
OR,2021,Apr,23405,126,2021-04,1734
OR,2021,Aug,54540,345,2021-08,1735
OR,2021,Dec,49451,533,2021-12,1736
OR,2021,Feb,11683,261,2021-02,1737
OR,2021,Jan,24382,433,2021-01,1738
OR,2021,Jul,15906,102,2021-07,1739
OR,2021,Jun,6647,98,2021-06,1740
OR,2021,Mar,8724,131,2021-03,1741
OR,2021,May,13577,167,2021-05,1742
OR,2021,Nov,22380,717,2021-11,1743
OR,2021,Oct,31686,569,2021-10,1744
OR,2021,Sep,59044,679,2021-09,1745
OR,2022,Apr,20795,293,2022-04,1746
OR,2022,Aug,21921,237,2022-08,1747
OR,2022,Dec,17489,160,2022-12,1748
OR,2022,Feb,51349,489,2022-02,1749
OR,2022,Jan,202325,444,2022-01,1750
OR,2022,Jul,36550,339,2022-07,1751
OR,2022,Jun,52393,197,2022-06,1752
OR,2022,Mar,10494,573,2022-03,1753
OR,2022,May,40674,121,2022-05,1754
OR,2022,Nov,13939,138,2022-11,1755
OR,2022,Oct,11680,136,2022-10,1756
OR,2022,Sep,20864,178,2022-09,1757
OR,2023,Apr,4776,65,2023-04,1758
OR,2023,Feb,10058,129,2023-02,1759
OR,2023,Jan,9344,207,2023-01,1760
OR,2023,Mar,8625,119,2023-03,1761
OR,2023,May,932,6,2023-05,1762
PA,2020,Apr,48878,3563,2020-04,1763
PA,2020,Aug,20315,451,2020-08,1764
PA,2020,Dec,308199,6284,2020-12,1765
PA,2020,Feb,0,0,2020-02,1766
PA,2020,Jan,0,0,2020-01,1767
PA,2020,Jul,28728,552,2020-07,1768
PA,2020,Jun,13972,842,2020-06,1769
PA,2020,Mar,5948,89,2020-03,1770
PA,2020,May,22280,2266,2020-05,1771
PA,2020,Nov,160711,1955,2020-11,1772
PA,2020,Oct,59268,745,2020-10,1773
PA,2020,Sep,23779,418,2020-09,1774
PA,2021,Apr,141283,1340,2021-04,1775
PA,2021,Aug,70486,365,2021-08,1776
PA,2021,Dec,404093,3659,2021-12,1777
PA,2021,Feb,84775,2156,2021-02,1778
PA,2021,Jan,169864,4918,2021-01,1779
PA,2021,Jul,19166,204,2021-07,1780
PA,2021,Jun,9361,387,2021-06,1781
PA,2021,Mar,88567,922,2021-03,1782
PA,2021,May,40366,823,2021-05,1783
PA,2021,Nov,153610,1824,2021-11,1784
PA,2021,Oct,118776,1981,2021-10,1785
PA,2021,Sep,157456,1479,2021-09,1786
PA,2022,Apr,42734,345,2022-04,1787
PA,2022,Aug,80662,445,2022-08,1788
PA,2022,Dec,71064,647,2022-12,1789
PA,2022,Feb,83509,2273,2022-02,1790
PA,2022,Jan,525907,3913,2022-01,1791
PA,2022,Jul,86858,445,2022-07,1792
PA,2022,Jun,85802,564,2022-06,1793
PA,2022,Mar,25796,903,2022-03,1794
PA,2022,May,104767,497,2022-05,1795
PA,2022,Nov,42789,605,2022-11,1796
PA,2022,Oct,50881,525,2022-10,1797
PA,2022,Sep,81211,649,2022-09,1798
PA,2023,Apr,9387,262,2023-04,1799
PA,2023,Feb,41468,490,2023-02,1800
PA,2023,Jan,47484,757,2023-01,1801
PA,2023,Mar,27154,499,2023-03,1802
PA,2023,May,1977,5,2023-05,1803
PR,2020,Apr,711,88,2020-04,1804
PR,2020,Aug,8251,197,2020-08,1805
PR,2020,Dec,26195,444,2020-12,1806
PR,2020,Feb,0,0,2020-02,1807
PR,2020,Jan,0,0,2020-01,1808
PR,2020,Jul,5955,93,2020-07,1809
PR,2020,Jun,435,13,2020-06,1810
PR,2020,Mar,286,11,2020-03,1811
PR,2020,May,297,41,2020-05,1812
PR,2020,Nov,17901,294,2020-11,1813
PR,2020,Oct,11806,189,2020-10,1814
PR,2020,Sep,8066,218,2020-09,1815
PR,2021,Apr,26377,230,2021-04,1816
PR,2021,Aug,22198,290,2021-08,1817
PR,2021,Dec,124576,54,2021-12,1818
PR,2021,Feb,5883,192,2021-02,1819
PR,2021,Jan,15081,273,2021-01,1820
PR,2021,Jul,9302,45,2021-07,1821
PR,2021,Jun,1257,37,2021-06,1822
PR,2021,Mar,6604,65,2021-03,1823
PR,2021,May,4950,164,2021-05,1824
PR,2021,Nov,3017,31,2021-11,1825
PR,2021,Oct,3011,57,2021-10,1826
PR,2021,Sep,11023,298,2021-09,1827
PR,2022,Apr,67060,46,2022-04,1828
PR,2022,Aug,63950,187,2022-08,1829
PR,2022,Dec,45794,188,2022-12,1830
PR,2022,Feb,14505,235,2022-02,1831
PR,2022,Jan,146456,563,2022-01,1832
PR,2022,Jul,76892,181,2022-07,1833
PR,2022,Jun,110298,228,2022-06,1834
PR,2022,Mar,9463,49,2022-03,1835
PR,2022,May,122241,158,2022-05,1836
PR,2022,Nov,27552,102,2022-11,1837
PR,2022,Oct,23394,98,2022-10,1838
PR,2022,Sep,36134,196,2022-09,1839
PR,2023,Apr,9004,33,2023-04,1840
PR,2023,Feb,14179,103,2023-02,1841
PR,2023,Jan,27578,144,2023-01,1842
PR,2023,Mar,10918,62,2023-03,1843
PR,2023,May,3476,11,2023-05,1844
PW,2020,Apr,0,0,2020-04,1845
PW,2020,Aug,0,0,2020-08,1846
PW,2020,Dec,0,0,2020-12,1847
PW,2020,Feb,0,0,2020-02,1848
PW,2020,Jan,0,0,2020-01,1849
PW,2020,Jul,0,0,2020-07,1850
PW,2020,Jun,0,0,2020-06,1851
PW,2020,Mar,0,0,2020-03,1852
PW,2020,May,0,0,2020-05,1853
PW,2020,Nov,0,0,2020-11,1854
PW,2020,Oct,0,0,2020-10,1855
PW,2020,Sep,0,0,2020-09,1856
PW,2021,Apr,0,0,2021-04,1857
PW,2021,Aug,2,0,2021-08,1858
PW,2021,Dec,9,0,2021-12,1859
PW,2021,Feb,0,0,2021-02,1860
PW,2021,Jan,0,0,2021-01,1861
PW,2021,Jul,0,0,2021-07,1862
PW,2021,Jun,1,0,2021-06,1863
PW,2021,Mar,0,0,2021-03,1864
PW,2021,May,1,0,2021-05,1865
PW,2021,Nov,0,0,2021-11,1866
PW,2021,Oct,3,0,2021-10,1867
PW,2021,Sep,3,0,2021-09,1868
PW,2022,Apr,620,0,2022-04,1869
PW,2022,Aug,114,0,2022-08,1870
