state,year,month,new_cases,new_deaths,year-month,case_id
IA,2021,Jun,2118,77,2021-06,633
IA,2021,Mar,13242,242,2021-03,634
IA,2021,May,4897,100,2021-05,635
IA,2021,Nov,37169,376,2021-11,636
IA,2021,Oct,29700,418,2021-10,637
IA,2021,Sep,52962,344,2021-09,638
IA,2022,Apr,5841,79,2022-04,639
IA,2022,Aug,20291,123,2022-08,640
IA,2022,Dec,15069,168,2022-12,641
IA,2022,Feb,31897,513,2022-02,642
IA,2022,Jan,130561,638,2022-01,643
IA,2022,Jul,22180,114,2022-07,644
IA,2022,Jun,20183,103,2022-06,645
IA,2022,Mar,4850,283,2022-03,646
IA,2022,May,14816,67,2022-05,647
IA,2022,Nov,8843,87,2022-11,648
IA,2022,Oct,6968,111,2022-10,649
IA,2022,Sep,15137,157,2022-09,650
IA,2023,Apr,0,0,2023-04,651
IA,2023,Feb,6456,103,2023-02,652
IA,2023,Jan,6955,135,2023-01,653
IA,2023,Mar,6861,97,2023-03,654
IA,2023,May,0,0,2023-05,655
ID,2020,Apr,1592,57,2020-04,656
ID,2020,Aug,9959,155,2020-08,657
ID,2020,Dec,41375,497,2020-12,658
ID,2020,Feb,0,0,2020-02,659
ID,2020,Jan,0,0,2020-01,660
ID,2020,Jul,16337,125,2020-07,661
ID,2020,Jun,3437,9,2020-06,662
ID,2020,Mar,566,9,2020-03,663
ID,2020,May,775,17,2020-05,664
ID,2020,Nov,36421,328,2020-11,665
ID,2020,Oct,26266,194,2020-10,666
ID,2020,Sep,9382,97,2020-09,667
ID,2021,Apr,7896,88,2021-04,668
ID,2021,Aug,19883,161,2021-08,669
ID,2021,Dec,16403,243,2021-12,670
ID,2021,Feb,8125,127,2021-02,671
ID,2021,Jan,18053,260,2021-01,672
ID,2021,Jul,7673,57,2021-07,673
ID,2021,Jun,2517,56,2021-06,674
ID,2021,Mar,8250,87,2021-03,675
ID,2021,May,4045,46,2021-05,676
ID,2021,Nov,13077,349,2021-11,677
ID,2021,Oct,29823,560,2021-10,678
ID,2021,Sep,42110,670,2021-09,679
ID,2022,Apr,2023,36,2022-04,680
ID,2022,Aug,8794,68,2022-08,681
ID,2022,Dec,6493,51,2022-12,682
ID,2022,Feb,44732,318,2022-02,683
ID,2022,Jan,60776,261,2022-01,684
ID,2022,Jul,14599,63,2022-07,685
ID,2022,Jun,13922,46,2022-06,686
ID,2022,Mar,15052,119,2022-03,687
ID,2022,May,5537,11,2022-05,688
ID,2022,Nov,5373,41,2022-11,689
ID,2022,Oct,4259,40,2022-10,690
ID,2022,Sep,7200,70,2022-09,691
ID,2023,Apr,1757,19,2023-04,692
ID,2023,Feb,4111,26,2023-02,693
ID,2023,Jan,2981,54,2023-01,694
ID,2023,Mar,4251,63,2023-03,695
ID,2023,May,293,1,2023-05,696
IL,2020,Apr,61249,2833,2020-04,697
IL,2020,Aug,52590,530,2020-08,698
IL,2020,Dec,250685,5338,2020-12,699
IL,2020,Feb,2,0,2020-02,700
IL,2020,Jan,2,0,2020-01,701
IL,2020,Jul,43744,821,2020-07,702
IL,2020,Jun,20187,1329,2020-06,703
IL,2020,Mar,6978,141,2020-03,704
IL,2020,May,55592,2646,2020-05,705
IL,2020,Nov,304800,3180,2020-11,706
IL,2020,Oct,148080,1302,2020-10,707
IL,2020,Sep,55379,615,2020-09,708
IL,2021,Apr,101809,864,2021-04,709
IL,2021,Aug,97855,577,2021-08,710
IL,2021,Dec,479451,1984,2021-12,711
IL,2021,Feb,57287,1434,2021-02,712
IL,2021,Jan,134943,2683,2021-01,713
IL,2021,Jul,38522,286,2021-07,714
IL,2021,Jun,8687,433,2021-06,715
IL,2021,Mar,53069,724,2021-03,716
IL,2021,May,36660,800,2021-05,717
IL,2021,Nov,110212,661,2021-11,718
IL,2021,Oct,61789,893,2021-10,719
IL,2021,Sep,115873,1342,2021-09,720
IL,2022,Apr,80879,196,2022-04,721
IL,2022,Aug,103540,405,2022-08,722
IL,2022,Dec,103123,437,2022-12,723
IL,2022,Feb,95532,2041,2022-02,724
IL,2022,Jan,643654,3549,2022-01,725
IL,2022,Jul,132260,290,2022-07,726
IL,2022,Jun,144986,472,2022-06,727
IL,2022,Mar,41943,732,2022-03,728
IL,2022,May,149310,227,2022-05,729
IL,2022,Nov,59111,269,2022-11,730
IL,2022,Oct,49050,284,2022-10,731
IL,2022,Sep,81731,415,2022-09,732
IL,2023,Apr,19529,204,2023-04,733
IL,2023,Feb,43067,265,2023-02,734
IL,2023,Jan,49341,445,2023-01,735
IL,2023,Mar,43307,314,2023-03,736
IL,2023,May,851,0,2023-05,737
IN,2020,Apr,19307,1287,2020-04,738
IN,2020,Aug,25787,349,2020-08,739
IN,2020,Dec,188255,3266,2020-12,740
IN,2020,Feb,0,0,2020-02,741
IN,2020,Jan,0,0,2020-01,742
IN,2020,Jul,24015,348,2020-07,743
IN,2020,Jun,10238,404,2020-06,744
IN,2020,Mar,2563,134,2020-03,745
IN,2020,May,13843,756,2020-05,746
IN,2020,Nov,159210,1937,2020-11,747
IN,2020,Oct,71742,1037,2020-10,748
IN,2020,Sep,24269,365,2020-09,749
IN,2021,Apr,38866,335,2021-04,750
IN,2021,Aug,85511,481,2021-08,751
IN,2021,Dec,192291,1675,2021-12,752
IN,2021,Feb,32178,1230,2021-02,753
IN,2021,Jan,92104,1520,2021-01,754
IN,2021,Jul,23496,191,2021-07,755
IN,2021,Jun,9449,212,2021-06,756
IN,2021,Mar,22982,405,2021-03,757
IN,2021,May,19120,263,2021-05,758
IN,2021,Nov,77850,783,2021-11,759
IN,2021,Oct,50588,920,2021-10,760
IN,2021,Sep,115816,1398,2021-09,761
IN,2022,Apr,13142,129,2022-04,762
IN,2022,Aug,58111,299,2022-08,763
IN,2022,Dec,46154,394,2022-12,764
IN,2022,Feb,46643,1330,2022-02,765
IN,2022,Jan,336542,2302,2022-01,766
IN,2022,Jul,55423,254,2022-07,767
IN,2022,Jun,46694,189,2022-06,768
IN,2022,Mar,9578,530,2022-03,769
IN,2022,May,30186,123,2022-05,770
IN,2022,Nov,23049,214,2022-11,771
IN,2022,Oct,17063,204,2022-10,772
IN,2022,Sep,29846,294,2022-09,773
IN,2023,Apr,11516,114,2023-04,774
IN,2023,Feb,18163,190,2023-02,775
IN,2023,Jan,17548,343,2023-01,776
IN,2023,Mar,15492,216,2023-03,777
IN,2023,May,1696,25,2023-05,778
KS,2020,Apr,5300,156,2020-04,779
KS,2020,Aug,14477,98,2020-08,780
KS,2020,Dec,74534,1328,2020-12,781
KS,2020,Feb,0,0,2020-02,782
KS,2020,Jan,0,0,2020-01,783
KS,2020,Jul,14605,97,2020-07,784
KS,2020,Jun,4636,51,2020-06,785
KS,2020,Mar,484,10,2020-03,786
KS,2020,May,4156,62,2020-05,787
KS,2020,Nov,70428,619,2020-11,788
KS,2020,Oct,32404,411,2020-10,789
KS,2020,Sep,17184,225,2020-09,790
KS,2021,Apr,7564,105,2021-04,791
KS,2021,Aug,39972,323,2021-08,792
KS,2021,Dec,79902,298,2021-12,793
KS,2021,Feb,16100,834,2021-02,794
KS,2021,Jan,42079,865,2021-01,795
KS,2021,Jul,15103,120,2021-07,796
KS,2021,Jun,3564,77,2021-06,797
KS,2021,Mar,6448,132,2021-03,798
KS,2021,May,4435,80,2021-05,799
KS,2021,Nov,31604,329,2021-11,800
KS,2021,Oct,22768,337,2021-10,801
KS,2021,Sep,42208,523,2021-09,802
KS,2022,Apr,5215,234,2022-04,803
KS,2022,Aug,22832,83,2022-08,804
KS,2022,Dec,18148,74,2022-12,805
KS,2022,Feb,27852,398,2022-02,806
KS,2022,Jan,189049,504,2022-01,807
KS,2022,Jul,29260,17,2022-07,808
KS,2022,Jun,23216,27,2022-06,809
KS,2022,Mar,3448,421,2022-03,810
KS,2022,May,13693,257,2022-05,811
KS,2022,Nov,11965,57,2022-11,812
KS,2022,Oct,9367,48,2022-10,813
KS,2022,Sep,15598,83,2022-09,814
KS,2023,Apr,2687,42,2023-04,815
KS,2023,Feb,7937,85,2023-02,816
KS,2023,Jan,8586,216,2023-01,817
KS,2023,Mar,6629,100,2023-03,818
KS,2023,May,486,18,2023-05,819
KY,2020,Apr,5312,265,2020-04,820
KY,2020,Aug,17262,218,2020-08,821
KY,2020,Dec,110285,827,2020-12,822
KY,2020,Feb,0,0,2020-02,823
KY,2020,Jan,0,0,2020-01,824
KY,2020,Jul,16885,178,2020-07,825
KY,2020,Jun,5434,120,2020-06,826
KY,2020,Mar,621,18,2020-03,827
KY,2020,May,4476,167,2020-05,828
KY,2020,Nov,73762,431,2020-11,829
KY,2020,Oct,44162,340,2020-10,830
KY,2020,Sep,18851,207,2020-09,831
KY,2021,Apr,18506,464,2021-04,832
KY,2021,Aug,104025,413,2021-08,833
KY,2021,Dec,132334,1312,2021-12,834
KY,2021,Feb,34346,859,2021-02,835
KY,2021,Jan,81135,1041,2021-01,836
KY,2021,Jul,29059,135,2021-07,837
KY,2021,Jun,4986,154,2021-06,838
KY,2021,Mar,16379,1393,2021-03,839
KY,2021,May,9223,531,2021-05,840
KY,2021,Nov,42516,1110,2021-11,841
KY,2021,Oct,36065,914,2021-10,842
KY,2021,Sep,123034,1158,2021-09,843
KY,2022,Apr,8036,540,2022-04,844
KY,2022,Aug,70715,283,2022-08,845
KY,2022,Dec,35389,196,2022-12,846
KY,2022,Feb,75870,926,2022-02,847
KY,2022,Jan,316186,719,2022-01,848
KY,2022,Jul,66796,214,2022-07,849
KY,2022,Jun,53622,241,2022-06,850
KY,2022,Mar,11897,1128,2022-03,851
KY,2022,May,29226,373,2022-05,852
KY,2022,Nov,20956,180,2022-11,853
KY,2022,Oct,18829,291,2022-10,854
KY,2022,Sep,39322,351,2022-09,855
KY,2023,Apr,6265,218,2023-04,856
KY,2023,Feb,20942,204,2023-02,857
KY,2023,Jan,24757,193,2023-01,858
KY,2023,Mar,14599,255,2023-03,859
KY,2023,May,1052,56,2023-05,860
LA,2020,Apr,23974,1889,2020-04,861
LA,2020,Aug,24781,909,2020-08,862
LA,2020,Dec,92177,1180,2020-12,863
LA,2020,Feb,0,0,2020-02,864
LA,2020,Jan,0,0,2020-01,865
LA,2020,Jul,65765,858,2020-07,866
LA,2020,Jun,19070,370,2020-06,867
LA,2020,Mar,6424,273,2020-03,868
LA,2020,May,10710,706,2020-05,869
LA,2020,Nov,51148,526,2020-11,870
LA,2020,Oct,22733,464,2020-10,871
LA,2020,Sep,16731,506,2020-09,872
LA,2021,Apr,15928,276,2021-04,873
LA,2021,Aug,129856,1452,2021-08,874
LA,2021,Dec,107712,223,2021-12,875
LA,2021,Feb,25554,662,2021-02,876
LA,2021,Jan,72727,1325,2021-01,877
LA,2021,Jul,80848,395,2021-07,878
LA,2021,Jun,9219,141,2021-06,879
LA,2021,Mar,13080,473,2021-03,880
LA,2021,May,11451,177,2021-05,881
LA,2021,Nov,11146,219,2021-11,882
LA,2021,Oct,15120,481,2021-10,883
LA,2021,Sep,53395,1519,2021-09,884
LA,2022,Apr,6244,108,2022-04,885
LA,2022,Aug,45392,254,2022-08,886
LA,2022,Dec,26714,120,2022-12,887
LA,2022,Feb,47289,893,2022-02,888
LA,2022,Jan,300223,757,2022-01,889
LA,2022,Jul,67505,195,2022-07,890
LA,2022,Jun,56328,97,2022-06,891
LA,2022,Mar,6119,479,2022-03,892
LA,2022,May,22362,63,2022-05,893
LA,2022,Nov,9713,82,2022-11,894
LA,2022,Oct,6721,105,2022-10,895
LA,2022,Sep,25647,217,2022-09,896
LA,2023,Apr,7364,82,2023-04,897
LA,2023,Feb,22163,162,2023-02,898
LA,2023,Jan,22798,178,2023-01,899
LA,2023,Mar,12620,140,2023-03,900
LA,2023,May,1420,15,2023-05,901
MA,2020,Apr,64782,4298,2020-04,902
MA,2020,Aug,8684,407,2020-08,903
MA,2020,Dec,169821,2012,2020-12,904
MA,2020,Feb,5,0,2020-02,905
MA,2020,Jan,1,0,2020-01,906
MA,2020,Jul,8495,569,2020-07,907
MA,2020,Jun,5969,938,2020-06,908
MA,2020,Mar,11257,122,2020-03,909
MA,2020,May,22652,2732,2020-05,910
MA,2020,Nov,70913,762,2020-11,911
MA,2020,Oct,31182,606,2020-10,912
MA,2020,Sep,10292,390,2020-09,913
MA,2021,Apr,58028,473,2021-04,914
MA,2021,Aug,37888,170,2021-08,915
MA,2021,Dec,298954,575,2021-12,916
MA,2021,Feb,53629,1544,2021-02,917
MA,2021,Jan,127064,1872,2021-01,918
MA,2021,Jul,14052,95,2021-07,919
MA,2021,Jun,2701,106,2021-06,920
MA,2021,Mar,50834,933,2021-03,921
MA,2021,May,13657,228,2021-05,922
MA,2021,Nov,66441,309,2021-11,923
MA,2021,Oct,38020,334,2021-10,924
MA,2021,Sep,58033,450,2021-09,925
MA,2022,Apr,64141,169,2022-04,926
MA,2022,Aug,38331,214,2022-08,927
MA,2022,Dec,51286,608,2022-12,928
MA,2022,Feb,53344,4,2022-02,929
MA,2022,Jan,396914,52,2022-01,930
MA,2022,Jul,34573,178,2022-07,931
MA,2022,Jun,59312,370,2022-06,932
MA,2022,Mar,32548,155,2022-03,933
MA,2022,May,102733,322,2022-05,934
MA,2022,Nov,22711,382,2022-11,935
MA,2022,Oct,31954,335,2022-10,936
MA,2022,Sep,55634,382,2022-09,937
MA,2023,Apr,6004,88,2023-04,938
MA,2023,Feb,20216,478,2023-02,939
MA,2023,Jan,33911,674,2023-01,940
MA,2023,Mar,13989,293,2023-03,941
MA,2023,May,1221,15,2023-05,942
MD,2020,Apr,26178,1406,2020-04,943
MD,2020,Aug,16894,232,2020-08,944
MD,2020,Dec,89549,1415,2020-12,945
MD,2020,Feb,0,0,2020-02,946
MD,2020,Jan,0,0,2020-01,947
MD,2020,Jul,24518,331,2020-07,948
MD,2020,Jun,12922,565,2020-06,949
MD,2020,Mar,1986,31,2020-03,950
MD,2020,May,26822,1203,2020-05,951
MD,2020,Nov,54589,547,2020-11,952
MD,2020,Oct,24040,222,2020-10,953
MD,2020,Sep,15406,180,2020-09,954
MD,2021,Apr,39345,527,2021-04,955
MD,2021,Aug,27771,184,2021-08,956
MD,2021,Dec,201099,773,2021-12,957
MD,2021,Feb,26476,698,2021-02,958
MD,2021,Jan,64579,1088,2021-01,959
MD,2021,Jul,8326,99,2021-07,960
MD,2021,Jun,2212,119,2021-06,961
MD,2021,Mar,27385,368,2021-03,962
MD,2021,May,9378,809,2021-05,963
MD,2021,Nov,24389,295,2021-11,964
MD,2021,Oct,23843,390,2021-10,965
MD,2021,Sep,40677,511,2021-09,966
MD,2022,Apr,22115,115,2022-04,967
MD,2022,Aug,36394,182,2022-08,968
MD,2022,Dec,34635,272,2022-12,969
MD,2022,Feb,22613,575,2022-02,970
MD,2022,Jan,192042,1579,2022-01,971
MD,2022,Jul,44351,180,2022-07,972
MD,2022,Jun,48925,214,2022-06,973
MD,2022,Mar,11184,217,2022-03,974
MD,2022,May,57103,133,2022-05,975
MD,2022,Nov,17464,156,2022-11,976
MD,2022,Oct,17801,159,2022-10,977
MD,2022,Sep,29932,231,2022-09,978
MD,2023,Apr,5144,74,2023-04,979
MD,2023,Feb,15290,211,2023-02,980
MD,2023,Jan,23963,271,2023-01,981
MD,2023,Mar,10886,164,2023-03,982
MD,2023,May,1159,14,2023-05,983
ME,2020,Apr,950,57,2020-04,984
ME,2020,Aug,576,9,2020-08,985
ME,2020,Dec,15063,167,2020-12,986
ME,2020,Feb,0,0,2020-02,987
ME,2020,Jan,0,0,2020-01,988
ME,2020,Jul,701,19,2020-07,989
ME,2020,Jun,875,10,2020-06,990
ME,2020,Mar,303,5,2020-03,991
ME,2020,May,1163,33,2020-05,992
ME,2020,Nov,5491,67,2020-11,993
ME,2020,Oct,1682,9,2020-10,994
ME,2020,Sep,821,8,2020-09,995
ME,2021,Apr,12388,50,2021-04,996
ME,2021,Aug,5917,37,2021-08,997
ME,2021,Dec,29393,262,2021-12,998
ME,2021,Feb,4697,75,2021-02,999
ME,2021,Jan,12909,245,2021-01,1000
ME,2021,Jul,1942,42,2021-07,1001
ME,2021,Jun,1068,22,2021-06,1002
ME,2021,Mar,5557,39,2021-03,1003
ME,2021,May,4810,43,2021-05,1004
ME,2021,Nov,14979,133,2021-11,1005
ME,2021,Oct,12586,130,2021-10,1006
ME,2021,Sep,16974,130,2021-09,1007
ME,2022,Apr,11580,85,2022-04,1008
ME,2022,Aug,6134,26,2022-08,1009
ME,2022,Dec,5515,68,2022-12,1010
ME,2022,Feb,50705,298,2022-02,1011
ME,2022,Jan,27657,185,2022-01,1012
ME,2022,Jul,5864,33,2022-07,1013
ME,2022,Jun,7435,102,2022-06,1014
ME,2022,Mar,8011,144,2022-03,1015
ME,2022,May,14916,47,2022-05,1016
ME,2022,Nov,3381,69,2022-11,1017
ME,2022,Oct,6902,56,2022-10,1018
ME,2022,Sep,8130,85,2022-09,1019
ME,2023,Apr,1474,49,2023-04,1020
ME,2023,Feb,4780,60,2023-02,1021
ME,2023,Jan,4905,71,2023-01,1022
ME,2023,Mar,4486,58,2023-03,1023
ME,2023,May,262,10,2023-05,1024
MI,2020,Apr,38021,4094,2020-04,1025
MI,2020,Aug,20574,307,2020-08,1026
MI,2020,Dec,148611,3815,2020-12,1027
MI,2020,Feb,0,0,2020-02,1028
MI,2020,Jan,0,0,2020-01,1029
MI,2020,Jul,22812,276,2020-07,1030
MI,2020,Jun,7453,385,2020-06,1031
MI,2020,Mar,9716,370,2020-03,1032
MI,2020,May,15899,1348,2020-05,1033
MI,2020,Nov,190761,2066,2020-11,1034
MI,2020,Oct,74116,705,2020-10,1035
MI,2020,Sep,23535,298,2020-09,1036
MI,2021,Apr,205549,1979,2021-04,1037
MI,2021,Aug,51586,407,2021-08,1038
MI,2021,Dec,313785,3864,2021-12,1039
MI,2021,Feb,34927,907,2021-02,1040
MI,2021,Jan,64337,1981,2021-01,1041
MI,2021,Jul,14124,217,2021-07,1042
MI,2021,Jun,6537,573,2021-06,1043
MI,2021,Mar,95589,568,2021-03,1044
MI,2021,May,41524,1317,2021-05,1045
MI,2021,Nov,197457,1917,2021-11,1046
MI,2021,Oct,118588,1268,2021-10,1047
MI,2021,Sep,113237,997,2021-09,1048
MI,2022,Apr,51633,295,2022-04,1049
MI,2022,Aug,77874,505,2022-08,1050
MI,2022,Dec,60004,750,2022-12,1051
MI,2022,Feb,80508,2129,2022-02,1052
MI,2022,Jan,474272,2977,2022-01,1053
MI,2022,Jul,72952,553,2022-07,1054
MI,2022,Jun,72167,576,2022-06,1055
MI,2022,Mar,29740,996,2022-03,1056
MI,2022,May,102475,348,2022-05,1057
MI,2022,Nov,40616,679,2022-11,1058
MI,2022,Oct,48780,639,2022-10,1059
MI,2022,Sep,78688,729,2022-09,1060
MI,2023,Apr,14267,289,2023-04,1061
MI,2023,Feb,26717,405,2023-02,1062
MI,2023,Jan,32058,854,2023-01,1063
MI,2023,Mar,32155,428,2023-03,1064
MI,2023,May,2718,62,2023-05,1065
MN,2020,Apr,7872,689,2020-04,1066
MN,2020,Aug,19310,227,2020-08,1067
MN,2020,Dec,100029,1379,2020-12,1068
MN,2020,Feb,0,0,2020-02,1069
MN,2020,Jan,0,0,2020-01,1070
MN,2020,Jul,20957,184,2020-07,1071
MN,2020,Jun,10859,164,2020-06,1072
MN,2020,Mar,689,38,2020-03,1073
MN,2020,May,17238,721,2020-05,1074
MN,2020,Nov,166149,2009,2020-11,1075
MN,2020,Oct,61644,846,2020-10,1076
MN,2020,Sep,22098,284,2020-09,1077
MN,2021,Apr,62925,310,2021-04,1078
MN,2021,Aug,35446,242,2021-08,1079
MN,2021,Dec,133311,945,2021-12,1080
MN,2021,Feb,22757,124,2021-02,1081
MN,2021,Jan,36283,340,2021-01,1082
MN,2021,Jul,10591,74,2021-07,1083
MN,2021,Jun,3936,29,2021-06,1084
MN,2021,Mar,33133,292,2021-03,1085
MN,2021,May,19080,108,2021-05,1086
MN,2021,Nov,107940,998,2021-11,1087
MN,2021,Oct,78763,745,2021-10,1088
MN,2021,Sep,78022,608,2021-09,1089
MN,2022,Apr,27385,79,2022-04,1090
MN,2022,Aug,38203,148,2022-08,1091
MN,2022,Dec,26301,251,2022-12,1092
MN,2022,Feb,69410,320,2022-02,1093
MN,2022,Jan,297181,908,2022-01,1094
MN,2022,Jul,39526,138,2022-07,1095
MN,2022,Jun,52574,169,2022-06,1096
MN,2022,Mar,16216,74,2022-03,1097
MN,2022,May,49636,149,2022-05,1098
MN,2022,Nov,22056,215,2022-11,1099
MN,2022,Oct,20295,198,2022-10,1100
MN,2022,Sep,31564,180,2022-09,1101
MN,2023,Apr,5941,124,2023-04,1102
MN,2023,Feb,18054,105,2023-02,1103
MN,2023,Jan,17816,158,2023-01,1104
MN,2023,Mar,13379,175,2023-03,1105
MN,2023,May,1202,23,2023-05,1106
MO,2020,Apr,7644,533,2020-04,1107
MO,2020,Aug,32442,488,2020-08,1108
MO,2020,Dec,128249,2599,2020-12,1109
MO,2020,Feb,0,0,2020-02,1110
MO,2020,Jan,0,0,2020-01,1111
MO,2020,Jul,34010,350,2020-07,1112
MO,2020,Jun,8136,201,2020-06,1113
MO,2020,Mar,1733,28,2020-03,1114
MO,2020,May,5006,376,2020-05,1115
MO,2020,Nov,121801,2049,2020-11,1116
MO,2020,Oct,72708,1332,2020-10,1117
MO,2020,Sep,44160,647,2020-09,1118
MO,2021,Apr,22077,270,2021-04,1119
MO,2021,Aug,70093,1296,2021-08,1120
MO,2021,Dec,153180,1246,2021-12,1121
MO,2021,Feb,25159,595,2021-02,1122
MO,2021,Jan,68533,1476,2021-01,1123
MO,2021,Jul,74047,849,2021-07,1124
MO,2021,Jun,19206,256,2021-06,1125
MO,2021,Mar,17196,276,2021-03,1126
MO,2021,May,12158,181,2021-05,1127
MO,2021,Nov,44767,488,2021-11,1128
MO,2021,Oct,29542,533,2021-10,1129
MO,2021,Sep,66582,1141,2021-09,1130
MO,2022,Apr,15103,94,2022-04,1131
MO,2022,Aug,41194,257,2022-08,1132
MO,2022,Dec,37180,308,2022-12,1133
MO,2022,Feb,51682,1133,2022-02,1134
MO,2022,Jan,282008,1890,2022-01,1135
MO,2022,Jul,57215,245,2022-07,1136
MO,2022,Jun,60172,170,2022-06,1137
MO,2022,Mar,16630,340,2022-03,1138
MO,2022,May,31799,81,2022-05,1139
MO,2022,Nov,21828,172,2022-11,1140
MO,2022,Oct,19425,154,2022-10,1141
MO,2022,Sep,37591,265,2022-09,1142
MO,2023,Apr,8255,146,2023-04,1143
MO,2023,Feb,16574,122,2023-02,1144
MO,2023,Jan,18017,203,2023-01,1145
MO,2023,Mar,16093,115,2023-03,1146
MO,2023,May,1568,26,2023-05,1147
MP,2020,Apr,12,2,2020-04,1148
MP,2020,Aug,11,0,2020-08,1149
MP,2020,Dec,19,0,2020-12,1150
MP,2020,Feb,0,0,2020-02,1151
MP,2020,Jan,0,0,2020-01,1152
MP,2020,Jul,16,0,2020-07,1153
MP,2020,Jun,7,0,2020-06,1154
MP,2020,Mar,2,0,2020-03,1155
MP,2020,May,9,0,2020-05,1156
MP,2020,Nov,10,0,2020-11,1157
MP,2020,Oct,26,0,2020-10,1158
MP,2020,Sep,13,0,2020-09,1159
MP,2021,Apr,9,0,2021-04,1160
MP,2021,Aug,45,0,2021-08,1161
MP,2021,Dec,2560,15,2021-12,1162
MP,2021,Feb,11,0,2021-02,1163
MP,2021,Jan,8,0,2021-01,1164
MP,2021,Jul,15,0,2021-07,1165
MP,2021,Jun,0,0,2021-06,1166
MP,2021,Mar,15,0,2021-03,1167
MP,2021,May,15,0,2021-05,1168
MP,2021,Nov,628,0,2021-11,1169
MP,2021,Oct,58,1,2021-10,1170
MP,2021,Sep,29,0,2021-09,1171
MP,2022,Apr,123,1,2022-04,1172
MP,2022,Aug,388,2,2022-08,1173
MP,2022,Dec,166,0,2022-12,1174
MP,2022,Feb,4608,7,2022-02,1175
MP,2022,Jan,1796,5,2022-01,1176
MP,2022,Jul,903,3,2022-07,1177
MP,2022,Jun,463,1,2022-06,1178
MP,2022,Mar,1236,3,2022-03,1179
MP,2022,May,85,0,2022-05,1180
MP,2022,Nov,15,0,2022-11,1181
MP,2022,Oct,27,0,2022-10,1182
MP,2022,Sep,65,1,2022-09,1183
MP,2023,Apr,72,0,2023-04,1184
MP,2023,Feb,131,0,2023-02,1185
MP,2023,Jan,156,0,2023-01,1186
MP,2023,Mar,115,2,2023-03,1187
MP,2023,May,19,1,2023-05,1188
MS,2020,Apr,7354,354,2020-04,1189
MS,2020,Aug,20912,722,2020-08,1190
MS,2020,Dec,71367,1162,2020-12,1191
MS,2020,Feb,0,0,2020-02,1192
MS,2020,Jan,0,0,2020-01,1193
MS,2020,Jul,35558,721,2020-07,1194
MS,2020,Jun,11579,300,2020-06,1195
MS,2020,Mar,1072,20,2020-03,1196
MS,2020,May,7896,408,2020-05,1197
MS,2020,Nov,34591,455,2020-11,1198
MS,2020,Oct,24086,428,2020-10,1199
MS,2020,Sep,13820,443,2020-09,1200
MS,2021,Apr,7560,191,2021-04,1201
MS,2021,Aug,86770,892,2021-08,1202
MS,2021,Dec,58056,217,2021-12,1203
MS,2021,Feb,18354,584,2021-02,1204
MS,2021,Jan,49087,1145,2021-01,1205
MS,2021,Jul,31127,185,2021-07,1206
MS,2021,Jun,3907,90,2021-06,1207
MS,2021,Mar,9470,290,2021-03,1208
MS,2021,May,5151,99,2021-05,1209
MS,2021,Nov,8974,152,2021-11,1210
MS,2021,Oct,13105,366,2021-10,1211
MS,2021,Sep,52898,1279,2021-09,1212
MS,2022,Apr,2875,40,2022-04,1213
MS,2022,Aug,32291,119,2022-08,1214
MS,2022,Dec,20900,76,2022-12,1215
MS,2022,Feb,53008,946,2022-02,1216
MS,2022,Jan,164913,666,2022-01,1217
MS,2022,Jul,40761,148,2022-07,1218
MS,2022,Jun,31659,60,2022-06,1219
MS,2022,Mar,4793,295,2022-03,1220
MS,2022,May,10055,17,2022-05,1221
MS,2022,Nov,5622,44,2022-11,1222
MS,2022,Oct,5322,64,2022-10,1223
MS,2022,Sep,16030,134,2022-09,1224
MS,2023,Apr,4012,51,2023-04,1225
MS,2023,Feb,11492,126,2023-02,1226
MS,2023,Jan,16867,113,2023-01,1227
MS,2023,Mar,6321,68,2023-03,1228
MS,2023,May,800,4,2023-05,1229
MT,2020,Apr,248,11,2020-04,1230
MT,2020,Aug,3262,44,2020-08,1231
MT,2020,Dec,19719,303,2020-12,1232
MT,2020,Feb,0,0,2020-02,1233
MT,2020,Jan,0,0,2020-01,1234
MT,2020,Jul,3412,43,2020-07,1235
MT,2020,Jun,493,5,2020-06,1236
MT,2020,Mar,207,5,2020-03,1237
MT,2020,May,69,1,2020-05,1238
MT,2020,Nov,28443,308,2020-11,1239
MT,2020,Oct,22826,224,2020-10,1240
MT,2020,Sep,5381,71,2020-09,1241
MT,2021,Apr,4899,142,2021-04,1242
MT,2021,Aug,10772,86,2021-08,1243
MT,2021,Dec,8965,190,2021-12,1244
MT,2021,Feb,5539,73,2021-02,1245
MT,2021,Jan,10747,283,2021-01,1246
MT,2021,Jul,3576,53,2021-07,1247
MT,2021,Jun,1752,45,2021-06,1248
MT,2021,Mar,4195,63,2021-03,1249
MT,2021,May,2560,43,2021-05,1250
MT,2021,Nov,12612,325,2021-11,1251
MT,2021,Oct,22902,335,2021-10,1252
MT,2021,Sep,27979,258,2021-09,1253
MT,2022,Apr,1598,126,2022-04,1254
MT,2022,Aug,6816,24,2022-08,1255
MT,2022,Dec,4928,22,2022-12,1256
MT,2022,Feb,23580,165,2022-02,1257
MT,2022,Jan,43997,113,2022-01,1258
MT,2022,Jul,9402,30,2022-07,1259
MT,2022,Jun,10349,27,2022-06,1260
MT,2022,Mar,4652,59,2022-03,1261
